epoch;concept_hits@1@1;concept_hits@3@3;concept_loss;concept_mrr;loss;task_hits@1@1;task_hits@3@3;task_loss;task_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_concept_loss;val_concept_mrr;val_loss;val_task_hits@1@1;val_task_hits@3@3;val_task_loss;val_task_mrr
0;0.3373115658760071;1.0;0.7358881235122681;0.611913800239563;0.7358881235122681;0.3373115658760071;1.0;0.7358881235122681;0.611913800239563;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;0.3228643238544464;1.0;0.7351073622703552;0.6047949194908142;0.7351073622703552;0.3228643238544464;1.0;0.7351073622703552;0.6047949194908142;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;0.3253768980503082;1.0;0.7359702587127686;0.6055276989936829;0.7359702587127686;0.3253768980503082;1.0;0.7359702587127686;0.6055276989936829;NA;NA;NA;NA;NA;NA;NA;NA;NA
3;0.3247487545013428;1.0;0.7429149150848389;0.6055276989936829;0.7429149150848389;0.3247487545013428;1.0;0.7429149150848389;0.6055276989936829;NA;NA;NA;NA;NA;NA;NA;NA;NA
4;0.3272612988948822;1.0;0.7407421469688416;0.6080402731895447;0.7407421469688416;0.3272612988948822;1.0;0.7407421469688416;0.6080402731895447;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;0.3272612988948822;1.0;0.7368112206459045;0.6079356074333191;0.7368112206459045;0.3272612988948822;1.0;0.7368112206459045;0.6079356074333191;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;0.3542713522911072;1.0;0.7300819754600525;0.6257328987121582;0.7300819754600525;0.3542713522911072;1.0;0.7300819754600525;0.6257328987121582;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;0.3366834223270416;1.0;0.7416688799858093;0.6118091344833374;0.7416688799858093;0.3366834223270416;1.0;0.7416688799858093;0.6118091344833374;NA;NA;NA;NA;NA;NA;NA;NA;NA
8;0.34045225381851196;1.0;0.734045147895813;0.6169390082359314;0.734045147895813;0.34045225381851196;1.0;0.734045147895813;0.6169390082359314;NA;NA;NA;NA;NA;NA;NA;NA;NA
9;0.32223618030548096;1.0;0.7322561740875244;0.6052136421203613;0.7322561740875244;0.32223618030548096;1.0;0.7322561740875244;0.6052136421203613;NA;NA;NA;NA;NA;NA;NA;NA;NA
10;0.3486180901527405;1.0;0.7295960187911987;0.6240578889846802;0.7295960187911987;0.3486180901527405;1.0;0.7295960187911987;0.6240578889846802;NA;NA;NA;NA;NA;NA;NA;NA;NA
11;0.34924623370170593;1.0;0.7303537130355835;0.6236391067504883;0.7303537130355835;0.34924623370170593;1.0;0.7303537130355835;0.6236391067504883;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;0.35741207003593445;1.0;0.7189484238624573;0.6276172995567322;0.7189484238624573;0.35741207003593445;1.0;0.7189484238624573;0.6276172995567322;NA;NA;NA;NA;NA;NA;NA;NA;NA
13;0.3316583037376404;1.0;0.7367958426475525;0.6097153425216675;0.7367958426475525;0.3316583037376404;1.0;0.7367958426475525;0.6097153425216675;NA;NA;NA;NA;NA;NA;NA;NA;NA
14;0.3272612988948822;1.0;0.738244891166687;0.608982503414154;0.738244891166687;0.3272612988948822;1.0;0.738244891166687;0.608982503414154;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;0.3850502371788025;1.0;0.7118352651596069;0.6412270665168762;0.7118352651596069;0.3850502371788025;1.0;0.7118352651596069;0.6412270665168762;NA;NA;NA;NA;NA;NA;NA;NA;NA
16;0.3555276393890381;1.0;0.7295399308204651;0.6247907280921936;0.7295399308204651;0.3555276393890381;1.0;0.7295399308204651;0.6247907280921936;NA;NA;NA;NA;NA;NA;NA;NA;NA
17;0.3793969750404358;1.0;0.7117049098014832;0.6380863785743713;0.7117049098014832;0.3793969750404358;1.0;0.7117049098014832;0.6380863785743713;NA;NA;NA;NA;NA;NA;NA;NA;NA
18;0.37688443064689636;1.0;0.7096816897392273;0.6392379403114319;0.7096816897392273;0.37688443064689636;1.0;0.7096816897392273;0.6392379403114319;NA;NA;NA;NA;NA;NA;NA;NA;NA
19;0.40075376629829407;1.0;0.705510139465332;0.6539992094039917;0.705510139465332;0.40075376629829407;1.0;0.705510139465332;0.6539992094039917;NA;NA;NA;NA;NA;NA;NA;NA;NA
20;0.375;1.0;0.712666392326355;0.6401801705360413;0.712666392326355;0.375;1.0;0.712666392326355;0.6401801705360413;NA;NA;NA;NA;NA;NA;NA;NA;NA
21;0.41645729541778564;1.0;0.6959277391433716;0.6639447808265686;0.6959277391433716;0.41645729541778564;1.0;0.6959277391433716;0.6639447808265686;NA;NA;NA;NA;NA;NA;NA;NA;NA
22;0.4101758897304535;1.0;0.6911039352416992;0.6623744368553162;0.6911039352416992;0.4101758897304535;1.0;0.6911039352416992;0.6623744368553162;NA;NA;NA;NA;NA;NA;NA;NA;NA
23;0.4214824140071869;1.0;0.6905817985534668;0.66844642162323;0.6905817985534668;0.4214824140071869;1.0;0.6905817985534668;0.66844642162323;NA;NA;NA;NA;NA;NA;NA;NA;NA
24;0.44472360610961914;1.0;0.6728419065475464;0.684778094291687;0.6728419065475464;0.44472360610961914;1.0;0.6728419065475464;0.684778094291687;NA;NA;NA;NA;NA;NA;NA;NA;NA
25;0.4604271352291107;1.0;0.6692135334014893;0.6920017004013062;0.6692135334014893;0.4604271352291107;1.0;0.6692135334014893;0.6920017004013062;NA;NA;NA;NA;NA;NA;NA;NA;NA
26;0.4692211151123047;1.0;0.664635419845581;0.698701798915863;0.664635419845581;0.4692211151123047;1.0;0.664635419845581;0.698701798915863;NA;NA;NA;NA;NA;NA;NA;NA;NA
27;0.4905778765678406;1.0;0.6422913670539856;0.713567852973938;0.6422913670539856;0.4905778765678406;1.0;0.6422913670539856;0.713567852973938;NA;NA;NA;NA;NA;NA;NA;NA;NA
28;0.5326633453369141;1.0;0.6251212954521179;0.7407872676849365;0.6251212954521179;0.5326633453369141;1.0;0.6251212954521179;0.7407872676849365;NA;NA;NA;NA;NA;NA;NA;NA;NA
29;0.5452261567115784;1.0;0.6259185671806335;0.7440326809883118;0.6259185671806335;0.5452261567115784;1.0;0.6259185671806335;0.7440326809883118;NA;NA;NA;NA;NA;NA;NA;NA;NA
30;0.5665829181671143;1.0;0.6019853949546814;0.7595268487930298;0.6019853949546814;0.5665829181671143;1.0;0.6019853949546814;0.7595268487930298;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;0.5684673190116882;1.0;0.5993390083312988;0.7604690790176392;0.5993390083312988;0.5684673190116882;1.0;0.5993390083312988;0.7604690790176392;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;0.6331658363342285;1.0;0.5684031844139099;0.7982621192932129;0.5684305429458618;0.6331658363342285;1.0;0.5684579610824585;0.7982621192932129;NA;NA;NA;NA;NA;NA;NA;NA;NA
