epoch;concept_hits@1@1;concept_hits@3@3;concept_loss;concept_mrr;loss;task_hits@1@1;task_hits@3@3;task_loss;task_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_concept_loss;val_concept_mrr;val_loss;val_task_hits@1@1;val_task_hits@3@3;val_task_loss;val_task_mrr
0;0.33435583114624023;1.0;0.7291162014007568;0.6146899461746216;2.93538236618042;0.3271983563899994;1.0;5.141648769378662;0.6061691045761108;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;0.3098159432411194;1.0;0.7411186099052429;0.5942399501800537;2.9413836002349854;0.3527607321739197;1.0;5.141648769378662;0.6141785979270935;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;0.3364008069038391;1.0;0.7395821809768677;0.6105998754501343;2.94061541557312;0.3333333432674408;1.0;5.141648769378662;0.5901499390602112;NA;NA;NA;NA;NA;NA;NA;NA;NA
3;0.32822084426879883;1.0;0.7430242896080017;0.6077028512954712;2.9423365592956543;0.30368098616600037;1.0;5.141648769378662;0.6027607321739197;NA;NA;NA;NA;NA;NA;NA;NA;NA
4;0.3128834366798401;1.0;0.748637318611145;0.5973074436187744;2.945142984390259;0.32310837507247925;1.0;5.141648769378662;0.6209952235221863;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;0.3507157564163208;1.0;0.7235610485076904;0.6235514283180237;2.9326047897338867;0.3333333432674408;1.0;5.141648769378662;0.6228697896003723;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;0.32310837507247925;1.0;0.7369840145111084;0.605146586894989;2.9393162727355957;0.35173824429512024;1.0;5.141648769378662;0.6186093688011169;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;0.2965235114097595;1.0;0.7439233064651489;0.5916837453842163;2.9427859783172607;0.3384458124637604;1.0;5.141648769378662;0.5986708402633667;NA;NA;NA;NA;NA;NA;NA;NA;NA
8;0.3415133059024811;1.0;0.7407364249229431;0.617416501045227;2.941192626953125;0.32106339931488037;1.0;5.141648769378662;0.600715696811676;NA;NA;NA;NA;NA;NA;NA;NA;NA
9;0.34867075085639954;1.0;0.7307053208351135;0.6201431751251221;2.9361770153045654;0.36605316400527954;1.0;5.141648769378662;0.613667368888855;NA;NA;NA;NA;NA;NA;NA;NA;NA
