Task;Grounder;KGE;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_concept_hits@5@5;train_concept_hits@10@10;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;train_task_hits@5@5;train_task_hits@10@10;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_concept_hits@5@5;val_concept_hits@10@10;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;val_task_hits@5@5;val_task_hits@10@10;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_concept_hits@5@5;test_concept_hits@10@10;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;test_task_hits@5@5;test_task_hits@10@10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_S1_p;backward;complex;100;0.5;1;sbr;[26.95830955505371, 0.963581606425461];[0.018, 0.0006];[0.0149, 0.0005];[0.0211, 0.0011];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2809, 0.0427];[0.261, 0.042];[0.3008, 0.0435];[0.9359, 0.0162];[0.904, 0.0242];[0.962, 0.016];[0.972, 0.0147];[0.988, 0.0075];[0.944, 0.0181];[0.91, 0.0276];[0.976, 0.0102];[0.992, 0.004];[1.0, 0.0];[0.3294, 0.0819];[0.3189, 0.0923];[0.3399, 0.0731];[0.9313, 0.02];[0.9, 0.0253];[0.944, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.9397, 0.0279];[0.904, 0.0427];[0.972, 0.0098];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;complex;100;0.5;1;rnm;[27.290416145324706, 0.8832628816962508];[0.0128, 0.0003];[0.012, 0.0003];[0.0136, 0.0004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3474, 0.0437];[0.3539, 0.0456];[0.3408, 0.0423];[0.9261, 0.0143];[0.888, 0.0214];[0.956, 0.0185];[0.97, 0.0141];[0.988, 0.0075];[0.9288, 0.0144];[0.888, 0.0214];[0.96, 0.0179];[0.982, 0.0075];[1.0, 0.0];[0.3516, 0.0969];[0.3878, 0.1159];[0.3155, 0.0785];[0.9165, 0.0135];[0.872, 0.016];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9211, 0.0135];[0.872, 0.016];[0.968, 0.0299];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;complex;100;0.5;3;dcr;[42.57877602577209, 0.8873030791565546];[0.0226, 0.0002];[0.0119, 0.0001];[0.0116, 0.0004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4789, 0.1053];[0.3666, 0.0373];[0.5694, 0.2129];[0.9337, 0.0103];[0.9, 0.0237];[0.962, 0.0117];[0.968, 0.0147];[0.988, 0.0075];[0.9403, 0.0028];[0.908, 0.0133];[0.97, 0.0141];[0.972, 0.016];[0.988, 0.0075];[0.5556, 0.0932];[0.389, 0.1018];[0.7005, 0.2334];[0.9137, 0.0137];[0.868, 0.016];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9235, 0.0301];[0.88, 0.042];[0.944, 0.0294];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;complex;100;0.5;3;r2n;[41.451000452041626, 1.5915483016045062];[0.0132, 0.0002];[0.0119, 0.0001];[0.0146, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3668, 0.0338];[0.3674, 0.0342];[0.3661, 0.0335];[0.9366, 0.0116];[0.904, 0.0224];[0.962, 0.0117];[0.97, 0.0141];[0.988, 0.0075];[0.9367, 0.0116];[0.904, 0.0224];[0.962, 0.0117];[0.97, 0.0141];[0.992, 0.004];[0.3865, 0.1047];[0.3908, 0.1074];[0.3821, 0.1021];[0.9117, 0.0155];[0.864, 0.0196];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9121, 0.015];[0.864, 0.0196];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;complex;100;0.5;3;sbr;[28.61346025466919, 0.915547638116523];[0.0119, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3719, 0.0375];[0.3719, 0.0375];[0.3719, 0.0375];[0.9325, 0.013];[0.898, 0.0232];[0.958, 0.0147];[0.968, 0.0147];[0.988, 0.0075];[0.9325, 0.013];[0.898, 0.0232];[0.958, 0.0147];[0.968, 0.0147];[0.988, 0.0075];[0.396, 0.105];[0.396, 0.105];[0.396, 0.105];[0.9162, 0.016];[0.872, 0.0204];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.9162, 0.016];[0.872, 0.0204];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;complex;100;0.5;3;rnm;[29.71628131866455, 1.2388239215676924];[0.0119, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3719, 0.0375];[0.3719, 0.0375];[0.3719, 0.0375];[0.9325, 0.013];[0.898, 0.0232];[0.958, 0.0147];[0.968, 0.0147];[0.988, 0.0075];[0.9325, 0.013];[0.898, 0.0232];[0.958, 0.0147];[0.968, 0.0147];[0.988, 0.0075];[0.396, 0.105];[0.396, 0.105];[0.396, 0.105];[0.9162, 0.016];[0.872, 0.0204];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.9162, 0.016];[0.872, 0.0204];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;complex;200;0.5;1;dcr;[41.21818723678589, 1.7891573558426381];[0.0163, 0.0002];[0.0119, 0.0001];[0.0133, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3765, 0.0396];[0.3744, 0.0402];[0.3711, 0.0388];[0.9304, 0.0154];[0.892, 0.0248];[0.966, 0.015];[0.97, 0.0141];[0.988, 0.0075];[0.9303, 0.0154];[0.892, 0.0248];[0.966, 0.015];[0.97, 0.0141];[0.986, 0.0102];[0.3866, 0.0871];[0.3947, 0.0954];[0.3711, 0.0789];[0.9262, 0.0169];[0.892, 0.0204];[0.944, 0.0294];[1.0, 0.0];[1.0, 0.0];[0.926, 0.0167];[0.892, 0.0204];[0.944, 0.0294];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;complex;200;0.5;1;r2n;[42.91291537284851, 1.812212744921073];[0.0131, 0.0001];[0.0119, 0.0001];[0.0143, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3636, 0.0342];[0.3607, 0.0372];[0.3665, 0.0315];[0.9331, 0.0103];[0.898, 0.016];[0.962, 0.0147];[0.97, 0.0179];[0.988, 0.0075];[0.932, 0.0061];[0.896, 0.008];[0.962, 0.0147];[0.97, 0.0179];[0.994, 0.0049];[0.3846, 0.0882];[0.3889, 0.0919];[0.3803, 0.0848];[0.9214, 0.012];[0.88, 0.0126];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9214, 0.0109];[0.88, 0.0126];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;complex;200;0.5;1;sbr;[33.827224016189575, 1.8429102923661953];[0.0159, 0.0002];[0.0136, 0.0004];[0.0183, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2606, 0.0358];[0.2488, 0.038];[0.2724, 0.0342];[0.9441, 0.0144];[0.916, 0.0185];[0.968, 0.016];[0.972, 0.0147];[0.988, 0.0075];[0.9532, 0.0112];[0.916, 0.0206];[0.986, 0.0049];[0.996, 0.0049];[1.0, 0.0];[0.2891, 0.0685];[0.2947, 0.0867];[0.2836, 0.0518];[0.9357, 0.0196];[0.904, 0.0265];[0.944, 0.0294];[1.0, 0.0];[1.0, 0.0];[0.9561, 0.0187];[0.932, 0.0299];[0.972, 0.016];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;complex;200;0.5;1;rnm;[33.71111197471619, 1.2549806326076574];[0.0127, 0.0002];[0.0119, 0.0002];[0.0135, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3492, 0.0416];[0.3561, 0.0432];[0.3424, 0.0406];[0.9107, 0.015];[0.856, 0.0215];[0.964, 0.0162];[0.972, 0.0147];[0.988, 0.0075];[0.9138, 0.0139];[0.856, 0.0215];[0.968, 0.0172];[0.99, 0.0];[1.0, 0.0];[0.3389, 0.0707];[0.3766, 0.0904];[0.3013, 0.0521];[0.9265, 0.0153];[0.892, 0.016];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9311, 0.0149];[0.892, 0.016];[0.976, 0.0294];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;complex;200;0.5;3;dcr;[58.82702345848084, 1.8162934622086682];[0.0225, 0.0001];[0.0119, 0.0001];[0.0114, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4857, 0.1306];[0.3646, 0.0387];[0.585, 0.2245];[0.9326, 0.0154];[0.896, 0.025];[0.962, 0.0147];[0.97, 0.0141];[0.99, 0.0063];[0.9348, 0.0206];[0.9, 0.0303];[0.968, 0.0133];[0.972, 0.016];[0.99, 0.0063];[0.5996, 0.2224];[0.3846, 0.0906];[0.793, 0.3764];[0.9245, 0.0149];[0.888, 0.016];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9195, 0.0221];[0.868, 0.024];[0.944, 0.0294];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;complex;200;0.5;3;r2n;[63.286931324005124, 2.1408032439653297];[0.0738, 0.0631];[0.0119, 0.0001];[0.1356, 0.126];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9873, 0.0132];[0.9757, 0.0257];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4033, 0.0712];[0.3596, 0.0356];[0.4471, 0.1224];[0.9305, 0.0163];[0.892, 0.0264];[0.962, 0.0147];[0.972, 0.0147];[0.988, 0.0075];[0.9061, 0.0445];[0.854, 0.0706];[0.95, 0.0228];[0.972, 0.0147];[0.992, 0.004];[0.3841, 0.0862];[0.3885, 0.0891];[0.3798, 0.0834];[0.9165, 0.0157];[0.872, 0.0204];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9167, 0.015];[0.872, 0.0204];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;complex;200;0.5;3;sbr;[35.98138155937195, 1.5392178237467333];[0.0119, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3697, 0.0355];[0.3697, 0.0355];[0.3697, 0.0355];[0.933, 0.0118];[0.898, 0.0172];[0.962, 0.0147];[0.97, 0.0179];[0.99, 0.0063];[0.933, 0.0118];[0.898, 0.0172];[0.962, 0.0147];[0.97, 0.0179];[0.99, 0.0063];[0.3919, 0.093];[0.3919, 0.093];[0.3919, 0.093];[0.9194, 0.0143];[0.876, 0.015];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9194, 0.0143];[0.876, 0.015];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;complex;200;0.5;3;rnm;[37.385093688964844, 1.6535272641243575];[0.0119, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3697, 0.0355];[0.3697, 0.0355];[0.3697, 0.0355];[0.933, 0.0118];[0.898, 0.0172];[0.962, 0.0147];[0.97, 0.0179];[0.99, 0.0063];[0.933, 0.0118];[0.898, 0.0172];[0.962, 0.0147];[0.97, 0.0179];[0.99, 0.0063];[0.3919, 0.093];[0.3919, 0.093];[0.3919, 0.093];[0.9194, 0.0143];[0.876, 0.015];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9194, 0.0143];[0.876, 0.015];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;10;0.5;1;dcr;[24.6863552570343, 2.9634368883827404];[0.1905, 0.0167];[0.1791, 0.0158];[0.1924, 0.0178];[0.9881, 0.0064];[0.9771, 0.0122];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9874, 0.0076];[0.9759, 0.0143];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4172, 0.0427];[0.4052, 0.0424];[0.4197, 0.0431];[0.7854, 0.0087];[0.676, 0.0162];[0.862, 0.0271];[0.936, 0.0162];[0.998, 0.004];[0.784, 0.0089];[0.676, 0.0162];[0.86, 0.0261];[0.932, 0.016];[0.996, 0.0049];[0.4361, 0.0373];[0.4261, 0.0431];[0.4366, 0.0327];[0.8441, 0.0332];[0.748, 0.0601];[0.92, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.8423, 0.0355];[0.744, 0.0637];[0.924, 0.0233];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;10;0.5;1;r2n;[22.599194383621217, 1.4383466534966973];[0.1724, 0.017];[0.1894, 0.0192];[0.1555, 0.0151];[0.9855, 0.0059];[0.9719, 0.0111];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9938, 0.0043];[0.9879, 0.0082];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4329, 0.0521];[0.3669, 0.0477];[0.4989, 0.0571];[0.7652, 0.0217];[0.65, 0.0245];[0.844, 0.0338];[0.946, 0.0174];[0.992, 0.0075];[0.8108, 0.0204];[0.716, 0.0326];[0.874, 0.025];[0.95, 0.019];[0.992, 0.0075];[0.5408, 0.0889];[0.4303, 0.0733];[0.6512, 0.1071];[0.8347, 0.0235];[0.732, 0.0515];[0.924, 0.0344];[1.0, 0.0];[1.0, 0.0];[0.8403, 0.0301];[0.736, 0.0496];[0.924, 0.0388];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;10;0.5;1;sbr;[21.21215167045593, 1.9861090508723893];[0.2061, 0.0166];[0.1899, 0.0141];[0.2224, 0.0239];[0.9804, 0.0057];[0.9627, 0.0112];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9772, 0.0045];[0.9573, 0.0085];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3727, 0.0715];[0.347, 0.0614];[0.3984, 0.0837];[0.7793, 0.0216];[0.668, 0.0256];[0.87, 0.039];[0.932, 0.0299];[0.992, 0.0117];[0.7767, 0.0213];[0.668, 0.0279];[0.864, 0.0377];[0.928, 0.0232];[0.992, 0.0075];[0.4349, 0.0676];[0.4068, 0.0809];[0.463, 0.0715];[0.833, 0.0391];[0.736, 0.0528];[0.908, 0.0371];[1.0, 0.0];[1.0, 0.0];[0.8273, 0.0392];[0.736, 0.0528];[0.884, 0.0388];[1.0, 0.0];[1.0, 0.0]
